Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated,Rank_Score,Assets_B,MarketCap_B,Assets_norm,MarketCap_norm,Rank_norm,Company_Size
61,Hca Healthcare,HCA,Health Care,Health Care: Medical Facilities,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,yes,yes,no,265000,88213.8,64968.0,7.9,5242.0,-7.1,56211.0,Samuel N. Hazen,U.S.,Nashville,Tennessee,Https://Www.Hcahealthcare.Com,Public,"Market value as of July 15, 2024.",83022.0,2024-08-05,940,56.211,83.022,0.012912999418715376,0.023098181041195955,0.06006006006006006,Large
62,Progressive,PGR,Financials,Insurance: Property And Casualty (Stock),1.0,0.0,1.0,0.0,26.0,1.0,0.0,0.0,yes,yes,yes,61432,121134.1,62108.5,25.2,3902.4,440.9,88690.8,Susan Patricia  Griffith,U.S.,Mayfield Village,Ohio,Https://Www.Progressive.Com,Public,"Market value as of July 15, 2024.",127155.0,2024-08-05,939,88.6908,127.155,0.020422648324976138,0.03537675809175004,0.061061061061061066,Large
63,Ibm,IBM,Technology,Information Technology Services,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,yes,yes,no,296600,175061.6,61860.0,2.2,7502.0,357.7,135241.0,Arvind Krishna,U.S.,Armonk,New York,Https://Www.Ibm.Com,Public,"Market value as of July 15, 2024.",167994.0,2024-08-05,938,135.241,167.994,0.031185511966877247,0.046738886389567504,0.06206206206206206,Large
64,Deere,DE,Industrials,Construction And Farm Machinery,1.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,yes,yes,no,82956,114332.9,61251.0,16.5,10166.0,42.6,104087.0,John C. May,U.S.,Moline,Illinois,Https://Www.Deere.Com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of July 15, 2024.",102421.0,2024-08-05,937,104.087,102.421,0.023982401047916917,0.028495324136016128,0.06306306306306306,Large
65,Nvidia,NVDA,Technology,Semiconductors And Other Electronic Components,1.0,1.0,0.0,0.0,87.0,1.0,0.0,0.0,no,yes,yes,29600,2258900.0,60922.0,125.9,29760.0,581.3,65728.0,Jensen Huang,U.S.,Santa Clara,California,Https://Www.Nvidia.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of July 15, 2024.",3159624.0,2024-08-05,936,65.728,3159.624,0.01511342333268294,0.8790629854027575,0.06406406406406406,Large
66,Stonex Group,SNEX,Financials,Diversified Financials,1.0,0.0,0.0,0.0,-7.0,0.0,1.0,0.0,yes,no,no,4137,2216.7,60856.1,-7.8,238.5,15.2,21938.7,Sean M. O'Connor,U.S.,New York,New York,Https://Www.Stonex.Com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Company reports sale of physical commodities on a gross basis. Market value as of July 15, 2024.",2516.0,2024-08-05,935,21.9387,2.516,0.004988906899363634,0.0006999954650532272,0.06506506506506506,Medium
67,Merck,MRK,Health Care,Pharmaceuticals,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,yes,yes,yes,71000,334182.4,60115.0,1.4,365.0,-97.5,106675.0,Robert M. Davis,U.S.,Rahway,New Jersey,Https://Www.Merck.Com,Public,"Market value as of July 15, 2024.",324503.0,2024-08-05,934,106.675,324.503,0.024580772077584676,0.09028244371866748,0.06606606606606606,Large
68,Conocophillips,COP,Energy,"Mining, Crude-Oil Production",1.0,0.0,0.0,0.0,-19.0,0.0,1.0,0.0,yes,no,no,9900,149733.3,58574.0,-28.7,10957.0,-41.3,95924.0,Ryan M. Lance,U.S.,Houston,Texas,Https://Www.Conocophillips.Com,Public,"Market value as of July 15, 2024.",133994.0,2024-08-05,933,95.924,133.994,0.022095035238342765,0.03727948821317254,0.06706706706706705,Large
69,Pfizer,PFE,Health Care,Pharmaceuticals,1.0,0.0,0.0,0.0,-31.0,0.0,1.0,0.0,yes,yes,no,88000,157135.5,58496.0,-41.7,2119.0,-93.2,226501.0,Albert Bourla,U.S.,New York,New York,Https://Www.Pfizer.Com,Public,"Market value as of July 15, 2024.",164898.0,2024-08-05,932,226.501,164.898,0.05228572068692346,0.045877524720328716,0.06806806806806806,Mega
70,Delta Air Lines,DAL,Transportation,Airlines,1.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,yes,yes,yes,103000,30795.9,58048.0,14.8,4609.0,249.7,73644.0,Edward H. Bastian,U.S.,Atlanta,Georgia,Https://Www.Delta.Com,Public,"Market value as of July 15, 2024.",27753.0,2024-08-05,931,73.644,27.753,0.016943680315237027,0.0077213728702790994,0.06906906906906907,Large
71,Td Synnex,SNX,Wholesalers,Wholesalers: Electronics And Office Equipment,1.0,0.0,0.0,0.0,-7.0,0.0,1.0,0.0,yes,yes,no,28000,9856.6,57555.4,-7.7,626.9,-3.7,29412.8,Patrick  Zammit/Richard T. Hume,U.S.,Fremont,California,Https://Www.Tdsynnex.Com,Public,"Figures are for fiscal year ended Nov. 30, 2023. Market value as of July 15, 2024.",9836.0,2024-08-05,930,29.4128,9.836,0.006716992259811775,0.002736548248912378,0.07007007007007006,Medium
72,Publix Super Markets,PFE,Food & Drug Stores,Food & Drug Stores,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,yes,yes,yes,253000,0.0,57534.0,4.7,4349.0,49.0,34384.0,Kevin S. Murphy,U.S.,Lakeland,Florida,Https://Www.Publix.Com,Private,"Figures are for fiscal year ended Dec. 31, 2023.",0.0,2024-08-05,929,34.384,0.0,0.007866382546784094,0.0,0.07107107107107107,Medium
73,Allstate,ALL,Financials,Insurance: Property And Casualty (Stock),0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,yes,yes,no,53200,45513.3,57094.0,11.1,-188.0,0.0,103362.0,Thomas J. Wilson,U.S.,Northbrook,Illinois,Https://Www.Allstate.Com,Public,"Market value as of July 15, 2024.",44050.0,2024-08-05,928,103.362,44.05,0.02381477392407259,0.012255484990299943,0.07207207207207207,Large
74,Cisco Systems,CSCO,Technology,Network And Other Communications Equipment,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,yes,no,yes,84900,202094.9,56998.0,10.6,12613.0,6.8,101852.0,Charles H. Robbins,U.S.,San Jose,California,Https://Www.Cisco.Com,Public,"Figures are for fiscal year ended July 31, 2023. Market value as of July 15, 2024.",191932.0,2024-08-05,927,101.852,191.932,0.0234656470868244,0.05339885914093641,0.07307307307307306,Large
75,Nationwide,,Financials,Insurance: Property And Casualty (Mutual),0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,yes,no,yes,24118,0.0,54609.4,6.1,-45.2,-104.6,290615.0,Kirt A. Walker,U.S.,Columbus,Ohio,Https://Www.Nationwide.Com,Private,"Figures are for fiscal year ended Dec. 31, 2022.",0.0,2024-08-05,926,290.615,0.0,0.06710950747058601,0.0,0.07407407407407407,Mega
76,Charter Communications,CHTR,Telecommunications,Telecommunications,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,yes,no,no,101100,51316.0,54607.0,1.1,4557.0,-9.9,147193.0,Christopher L. Winfrey,U.S.,Stamford,Connecticut,Https://Www.Charter.Com,Public,"Market value as of July 15, 2024.",52350.0,2024-08-05,925,147.193,52.35,0.03394893180713576,0.014564691015714008,0.07507507507507508,Large
77,Abbvie,ABBV,Health Care,Pharmaceuticals,1.0,0.0,0.0,0.0,-4.0,0.0,1.0,0.0,yes,yes,yes,50000,322434.8,54318.0,-6.4,4863.0,-58.9,134711.0,Robert A. Michael,U.S.,North Chicago,Illinois,Https://Www.Abbvie.Com,Public,"Market value as of July 15, 2024.",296719.0,2024-08-05,924,134.711,296.719,0.031062970759101395,0.08255244610299226,0.07607607607607607,Large
78,New York Life Insurance,,Financials,"Insurance: Life, Health (Mutual)",1.0,0.0,0.0,0.0,-7.0,0.0,1.0,0.0,yes,yes,no,15384,0.0,54317.2,-7.1,804.6,0.0,408904.9,Craig Desanto,U.S.,New York,New York,Https://Www.Newyorklife.Com,Private,"Figures are for fiscal year ended Dec. 31, 2022.",0.0,2024-08-05,923,408.9049,0.0,0.09445929466621822,0.0,0.07707707707707707,Mega
79,Intel,INTC,Technology,Semiconductors And Other Electronic Components,1.0,0.0,0.0,0.0,-17.0,0.0,1.0,0.0,yes,no,no,124800,188026.0,54228.0,-14.0,1689.0,-78.9,191572.0,Patrick P. Gelsinger,U.S.,Santa Clara,California,Https://Www.Intel.Com,Public,"Market value as of July 15, 2024.",146692.0,2024-08-05,922,191.572,146.692,0.04420979267484266,0.04081229521446264,0.07807807807807807,Large
80,Tjx,TJX,Retailing,Specialty Retailers: Apparel,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,yes,yes,no,349000,115586.0,54217.0,8.6,4474.0,27.9,29747.0,Ernie L. Herrman,U.S.,Framingham,Massachusetts,Https://Www.Tjx.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of July 15, 2024.",128622.0,2024-08-05,921,29.747,128.622,0.006794262583658362,0.03578490330130214,0.07907907907907907,Medium
81,Prudential Financial,PRU,Financials,"Insurance: Life, Health (Stock)",1.0,0.0,0.0,0.0,-14.0,0.0,1.0,0.0,yes,yes,no,40366,42191.2,53979.0,-10.1,2488.0,0.0,721123.0,Charles F. Lowrey,U.S.,Newark,New Jersey,Https://Www.Prudential.Com,Public,"Market value as of July 15, 2024.",45069.0,2024-08-05,920,721.123,45.069,0.1666471872388268,0.012538988717998368,0.08008008008008008,Mega
82,Hp,HPQ,Technology,"Computers, Office Equipment",1.0,0.0,0.0,0.0,-19.0,0.0,1.0,0.0,yes,yes,yes,58000,29569.7,53718.0,-14.6,3263.0,4.2,37004.0,Enrique J. Lores,U.S.,Palo Alto,California,Https://Www.Hp.Com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of July 15, 2024.",36539.0,2024-08-05,919,37.004,36.539,0.008472152290883602,0.010165792646096928,0.08108108108108107,Medium
83,United Airlines Holdings,UAL,Transportation,Airlines,1.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,yes,yes,no,103300,15705.9,53717.0,19.5,2618.0,255.2,71104.0,J. Scott Kirby,U.S.,Chicago,Illinois,Https://Www.United.Com,Public,"Market value as of July 15, 2024.",14573.0,2024-08-05,918,71.104,14.573,0.01635640735721689,0.0040544649889589345,0.08208208208208208,Large
84,Performance Food Group,PFGC,Wholesalers,Wholesalers: Food And Grocery,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,yes,no,no,34825,11612.9,53354.7,13.1,397.2,253.1,12499.0,George L. Holm,U.S.,Richmond,Virginia,Https://Www.Pfgc.Com,Public,"Figures are for fiscal year ended June 30, 2023. Excise taxes have been deducted. Market value as of July 15, 2024.",9951.0,2024-08-05,917,12.499,9.951,0.0028063555049452657,0.002768543272156067,0.08308308308308307,Medium
85,Tyson Foods,TSN,"Food, Beverages & Tobacco",Food Production,0.0,0.0,0.0,0.0,-5.0,0.0,1.0,0.0,yes,no,no,139000,20928.3,52881.0,-0.8,-648.0,-120.0,36251.0,Donnie D. King,U.S.,Springdale,Arkansas,Https://Www.Tysonfoods.Com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of July 15, 2024.",20461.0,2024-08-05,916,36.251,20.461,0.00829805129191149,0.005692610179035803,0.08408408408408408,Medium
86,American Airlines Group,AAL,Transportation,Airlines,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,yes,no,no,132100,10050.5,52788.0,7.8,822.0,547.2,63058.0,Robert D. Isom,U.S.,Fort Worth,Texas,Https://Www.Aa.Com,Public,"Market value as of July 15, 2024.",6947.0,2024-08-05,915,63.058,6.947,0.014496093097283821,0.0019327776215122294,0.08508508508508508,Large
87,Liberty Mutual Insurance Group,,Financials,Insurance: Property And Casualty (Stock),1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,yes,no,no,45000,0.0,52612.0,5.3,213.0,-48.6,165208.0,Timothy M. Sweeney,U.S.,Boston,Massachusetts,Https://Www.Libertymutual.Com,Private,Includes revenues from discontinued operations.,0.0,2024-08-05,914,165.208,0.0,0.03811417682238486,0.0,0.08608608608608607,Large
88,Nike,NKE,Apparel,Apparel,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,yes,yes,no,83700,142391.2,51217.0,9.6,5070.0,-16.1,37531.0,John J. Donahoe Ii,U.S.,Beaverton,Oregon,Https://Investors.Nike.Com,Public,"Figures are for fiscal year ended May 31, 2023. Market value as of July 15, 2024.",107632.0,2024-08-05,913,37.531,107.632,0.00859399986918148,0.029945116015345368,0.08708708708708708,Medium
89,Oracle,ORCL,Technology,Computer Software,1.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,yes,yes,no,164000,345240.8,49954.0,17.7,8503.0,26.6,134384.0,Safra A. Catz,U.S.,Austin,Texas,Https://Www.Oracle.Com,Public,"Figures are for fiscal year ended May 31, 2023. Market value as of July 15, 2024.",394281.0,2024-08-05,912,134.384,394.281,0.030987365146001953,0.10969591095256417,0.08808808808808809,Large
90,Enterprise Products Partners,EPD,Energy,Pipelines,1.0,0.0,0.0,0.0,-18.0,0.0,1.0,0.0,yes,no,no,7500,63269.4,49715.0,-14.6,5532.0,0.8,70982.0,A. James Teague/W. Randall Fowler,U.S.,Houston,Texas,Https://Www.Enterpriseproducts.Com,Public,"A partnership. Market value as of July 15, 2024.",64278.0,2024-08-05,911,70.982,64.278,0.016328199758445846,0.0178832704700681,0.08908908908908908,Large
91,Capital One Financial,COF,Financials,Commercial Banks,1.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,yes,yes,yes,51987,56891.2,49484.0,29.0,4887.0,-33.6,478464.0,Richard D. Fairbank,U.S.,Mclean,Virginia,Https://Www.Capitalone.Com,Public,"Market value as of July 15, 2024.",55230.0,2024-08-05,910,478.464,55.23,0.11054204207339076,0.015365957684773345,0.09009009009009009,Mega
92,Plains Gp Holdings,PAGP,Energy,Pipelines,1.0,0.0,0.0,0.0,-18.0,0.0,1.0,0.0,yes,no,no,4200,3597.5,48712.0,-15.1,198.0,17.9,28597.0,Wilfred C.W. Chiang,U.S.,Houston,Texas,Https://Www.Plains.Com,Public,"A partnership. Market value as of July 15, 2024.",3862.0,2024-08-05,909,28.597,3.862,0.006528371283767357,0.0010744763458010982,0.09109109109109109,Medium
93,World Kinect,WKC,Energy,Energy,1.0,0.0,0.0,0.0,-23.0,0.0,1.0,0.0,yes,no,no,5289,1583.0,47710.6,-19.2,52.9,-53.6,7375.3,Michael J. Kasbar,U.S.,Miami,Florida,Https://Www.World-Kinect.Com,Public,"Market value as of July 15, 2024.",1579.0,2024-08-05,908,7.3753,1.579,0.0016217057195091404,0.000439305580015519,0.09209209209209208,Small
94,Aig,AIG,Financials,Insurance: Property And Casualty (Stock),1.0,0.0,0.0,0.0,-18.0,0.0,1.0,0.0,yes,no,no,25200,53230.1,46802.0,-17.1,3643.0,-64.5,539306.0,Peter S. Zaffino,U.S.,New York,New York,Https://Www.Aig.Com,Public,"Market value as of July 15, 2024.",51514.0,2024-08-05,907,539.306,51.514,0.12460931030640689,0.014332101107612061,0.09309309309309309,Mega
95,Coca-Cola,KO,"Food, Beverages & Tobacco",Beverages,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,yes,yes,no,79100,263758.6,45754.0,6.4,10714.0,12.3,97703.0,James R. Quincey,U.S.,Atlanta,Georgia,Https://Www.Coca-Colacompany.Com,Public,"Market value as of July 15, 2024.",273167.0,2024-08-05,906,97.703,273.167,0.02250635751878285,0.07599986534268478,0.09409409409409408,Large
96,Tiaa,,Financials,"Insurance: Life, Health (Mutual)",0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,yes,yes,no,16023,0.0,45734.8,11.8,-1408.9,-385.4,629369.9,Thasunda Brown Duckett,U.S.,New York,New York,Https://Www.Tiaa.Org,Private,"Not a mutual company, but reports financial data according to statutory accounting.",0.0,2024-08-05,905,629.3699,0.0,0.14543296895358385,0.0,0.09509509509509509,Mega
97,Chs,,"Food, Beverages & Tobacco",Food Production,1.0,0.0,0.0,0.0,-7.0,0.0,1.0,0.0,yes,no,no,10609,0.0,45590.0,-4.6,1900.4,13.2,18957.4,Jay D. Debertin,U.S.,Inver Grove Heights,Minnesota,Https://Www.Chsinc.Com,Private,"A cooperative. Figures are for fiscal year ended Aug. 31, 2023.",0.0,2024-08-05,904,18.9574,0.0,0.0042996010451331525,0.0,0.0960960960960961,Medium
98,Bristol-Myers Squibb,BMY,Health Care,Pharmaceuticals,1.0,0.0,0.0,0.0,-3.0,0.0,1.0,0.0,yes,yes,no,34100,109911.1,45006.0,-2.5,8025.0,26.8,95159.0,Christopher S. Boerner,U.S.,Princeton,New Jersey,Https://Www.Bms.Com,Public,"Market value as of July 15, 2024.",81388.0,2024-08-05,903,95.159,81.388,0.02191815972145875,0.022643573493542152,0.09709709709709709,Large
99,Dow,DOW,Chemicals,Chemicals,1.0,0.0,0.0,0.0,-24.0,0.0,1.0,0.0,yes,yes,yes,35900,40740.3,44622.0,-21.6,589.0,-87.1,57967.0,James R. Fitterling,U.S.,Midland,Michigan,Https://Www.Dow.Com,Public,"Market value as of July 15, 2024.",37463.0,2024-08-05,902,57.967,37.463,0.013319003873157641,0.01042286570242013,0.0980980980980981,Large
100,Best Buy,BBY,Retailing,Specialty Retailers: Other,1.0,0.0,1.0,0.0,-6.0,0.0,1.0,0.0,yes,yes,no,85000,17667.7,43452.0,-6.1,1241.0,-12.5,14967.0,Corie S. Barry,U.S.,Richfield,Minnesota,Https://Www.Investors.Bestbuy.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of July 15, 2024.",18444.0,2024-08-05,901,14.967,18.444,0.0033769813554939626,0.005131445293100843,0.09909909909909909,Medium
101,Thermo Fisher Scientific,TMO,Technology,"Scientific,Photographic And  Control Equipment",1.0,0.0,0.0,0.0,-4.0,0.0,1.0,0.0,yes,yes,no,122000,221622.5,42857.0,-4.6,5995.0,-13.7,98726.0,Marc N. Casper,U.S.,Waltham,Massachusetts,Https://Www.Thermofisher.Com,Public,"Market value as of July 15, 2024.",207913.0,2024-08-05,900,98.726,207.913,0.022742885170772848,0.05784505450143546,0.10010010010010009,Large
102,Massachusetts Mutual Life Insurance,,Financials,"Insurance: Life, Health (Mutual)",0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,yes,yes,no,11323,0.0,42641.4,5.9,-771.6,-152.0,397895.0,Roger W. Crandall,U.S.,Springfield,Massachusetts,Https://Www.Massmutual.Com,Private,"Figures are for fiscal year ended Dec. 31, 2022.",0.0,2024-08-05,899,397.895,0.0,0.09191369760302692,0.0,0.1011011011011011,Mega
103,Usaa,,Financials,Insurance: Property And Casualty (Stock),1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,yes,yes,no,37376,0.0,42493.4,17.1,1213.5,0.0,211637.6,Wayne Peacock,U.S.,San Antonio,Texas,Https://Www.Usaa.Com,Private,"A mutual company, not a stock company. It is grouped with stock companies because it reports according to Generally Accepted Accounting Principles.",0.0,2024-08-05,898,211.6376,0.0,0.048849156559271315,0.0,0.10210210210210209,Mega
104,General Dynamics,GD,Aerospace & Defense,Aerospace & Defense,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,yes,yes,no,111600,77506.3,42272.0,7.3,3315.0,-2.2,54810.0,Phebe N. Novakovic,U.S.,Reston,Virginia,Https://Www.Gd.Com,Public,"Market value as of July 15, 2024.",78309.0,2024-08-05,897,54.81,78.309,0.012589074452500333,0.02178694152339156,0.1031031031031031,Large
105,Travelers,TRV,Financials,Insurance: Property And Casualty (Stock),1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,yes,yes,no,33133,52731.0,41364.0,12.1,2991.0,5.2,125978.0,Alan D. Schnitzer,U.S.,New York,New York,Https://Www.Travelers.Com,Public,"Market value as of July 15, 2024.",48867.0,2024-08-05,896,125.978,48.867,0.0290438153487117,0.013595659137820371,0.1041041041041041,Large
106,Warner Bros. Discovery,WBD,Media,Entertainment,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,yes,no,no,35300,21298.5,41321.0,22.2,-3126.0,0.0,122757.0,David M. Zaslav,U.S.,New York,New York,Https://Wbd.Com,Public,"Market value as of July 15, 2024.",18181.0,2024-08-05,895,122.757,18.181,0.028299088499190894,0.005058274066030494,0.1051051051051051,Large
107,U.S. Bancorp,USB,Financials,Commercial Banks,1.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,no,yes,no,75465,69656.5,40624.0,48.3,5429.0,-6.8,663491.0,Andrew J. Cecere,U.S.,Minneapolis,Minnesota,Https://Www.Usbank.Com,Public,"Market value as of July 15, 2024.",66086.0,2024-08-05,894,663.491,66.086,0.15332210254724557,0.018386287878977572,0.1061061061061061,Mega
108,Abbott Laboratories,ABT,Health Care,Medical Products And Equipment,1.0,0.0,0.0,0.0,-9.0,0.0,1.0,0.0,yes,yes,no,114000,197221.0,40109.0,-8.1,5723.0,-17.5,73214.0,Robert B. Ford,U.S.,Abbott Park,Illinois,Https://Www.Abbott.Com,Public,"Market value as of July 15, 2024.",179113.0,2024-08-05,893,73.214,179.113,0.01684426009006039,0.04983238781084208,0.10710710710710711,Large
109,Northrop Grumman,NOC,Aerospace & Defense,Aerospace & Defense,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,yes,yes,no,101000,70908.8,39290.0,7.3,2056.0,-58.0,46544.0,Kathy J. Warden,U.S.,Falls Church,Virginia,Https://Www.Northropgrumman.Com,Public,"Market value as of July 15, 2024.",63920.0,2024-08-05,892,46.544,63.92,0.010677894030848985,0.01778366857162253,0.1081081081081081,Medium
110,Northwestern Mutual,,Financials,"Insurance: Life, Health (Mutual)",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,yes,yes,no,8239,0.0,38788.1,5.1,711.4,-22.0,358828.6,John E. Schlifske,U.S.,Milwaukee,Wisconsin,Https://Www.Northwesternmutual.Com,Private,"Figures are for fiscal year ended Dec. 31, 2022. Source: S&P Global.",0.0,2024-08-05,891,358.8286,0.0,0.08288116205688607,0.0,0.1091091091091091,Mega
111,Dollar General,DG,Retailing,Specialty Retailers: Other,1.0,0.0,0.0,0.0,-3.0,0.0,1.0,0.0,yes,no,no,185800,34281.9,38691.6,2.2,1661.3,-31.2,30795.6,Todd J. Vasos,U.S.,Goodlettsville,Tennessee,Https://Www.Dollargeneral.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of July 15, 2024.",27918.0,2024-08-05,890,30.7956,27.918,0.00703670920719376,0.0077672787731939575,0.1101101101101101,Medium
112,Pbf Energy,PBF,Energy,Petroleum Refining,1.0,0.0,0.0,0.0,-20.0,0.0,1.0,0.0,yes,no,no,3776,6860.3,38324.8,-18.2,2140.5,-25.6,14387.8,Matthew C. Lucey,U.S.,Parsippany,New Jersey,Https://Www.Pbfenergy.Com,Public,"Excise taxes have been deducted. Market value as of July 15, 2024.",4790.0,2024-08-05,889,14.387799999999999,4.79,0.0032430646242792927,0.001332662272497996,0.1111111111111111,Medium
113,Uber Technologies,UBER,Technology,Internet Services And Retailing,1.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,yes,yes,no,30400,160258.1,37281.0,17.0,1887.0,0.0,38699.0,Dara Khosrowshahi,U.S.,San Francisco,California,Https://Www.Uber.Com,Public,"Market value as of July 15, 2024.",151051.0,2024-08-05,888,38.699,151.051,0.008864052945940344,0.04202504570419516,0.11211211211211211,Medium
114,Honeywell International,HON,Industrials,Industrial Machinery,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,yes,yes,no,95000,133860.3,36662.0,3.4,5658.0,13.9,61525.0,Vimal Kapur,U.S.,Charlotte,North Carolina,Https://Www.Honeywell.Com,Public,"Market value as of July 15, 2024.",140474.0,2024-08-05,887,61.525,140.474,0.014141648434037812,0.039082338218556056,0.1131131131131131,Large
115,Mondelez International,MDLZ,"Food, Beverages & Tobacco",Food Consumer Products,1.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,yes,yes,no,91000,94253.4,36016.0,14.4,4959.0,82.5,71391.0,Dirk Van De Put,U.S.,Chicago,Illinois,Https://Www.Mondelezinternational.Com,Public,"Market value as of July 15, 2024.",86317.0,2024-08-05,886,71.391,86.317,0.01642276457727665,0.024014908011525997,0.11411411411411411,Large
